ID,Transcription,duration,duration_bin
ID_BJYZMI,Five people have been arrested and charged in connection with the heist.,2.781,short
ID_XUEPRO,the directors and the owners of the EC Express are bringing to the table will cause the EC Express to be different.,6.563,medium_long
ID_YRSWPS,It's a relief to everybody in the workforce and indeed in the wider industry.,5.542,medium_long
ID_WIBUQH,Britain's Home Office compensates a Jamaican refused entry to the UK and why the Jamaican football team is looking overseas for success.,7.345,medium_long
ID_OJDXFY,London to tell Montserratians you decide whether to evacuate the island or stay.,4.861,medium_short
ID_WDPLBJ,"The large rallies, glaring loudspeakers and vociferous arguments, which have been the order of the day among the population over the past three weeks, must be stopped by midnight Sunday.",9.823,long
ID_UJAGDN,We have the same story with General Avril.,2.841,short
ID_WAHOBP,"And while I was there trying to keep out of the way of the bullets, one soldier came over to me and I looked at him.",7.425,medium_long
ID_XGHIZB,"And until the US, the largest economic power in the region,",4.003,medium_short
ID_LFFMIL,"And they want to know, is there a chance that the government would reconsider, considering the fact that they don't have the housing there in Montserrat to return home?",9.322,long
ID_HBEFRL,And I was recently in Germany and very conscious of what's happening there.,3.882,medium_short
ID_RFWAHN,"From London, BBC Caribbean Report.",3.221,short
ID_QBJHDF,The Trinidadian-born technocrat leaves the ACP Secretariat on Wednesday after being at the helm for thirteen and a half years.,6.782,medium_long
ID_WAIVBN,"Over the last three years, we have witnessed the virtual destruction of a small community by an unconquerable natural disaster, while the international community has continued to be paralyzed in its response.",12.096,long
ID_EODFQQ,"The Foreign Secretary also outlined his foreign policy priorities, dealing with everything from globalization to the drug trade, as Emma Joseph reports.",8.183,long
ID_JMROBT,One of those who met with Mr. Carter during his Georgetown visit is Guyana-based European Commission representative Giancarlo Giroux.,6.983,medium_long
ID_ITXRBK,The group of about forty include former presidents Jimmy Carter of the United States and Belisario Betancourt of Colombia.,6.664,medium_long
ID_IKIIQV,there are clearly divisions within the Caribbean and to some extent within the United States as the best way forward.,5.843,medium_long
ID_SBGODC,Key decisions and specific time frames have been arrived at by a meeting which examined the proposed restructuring of the Wynwood Islands banana industry.,7.803,long
ID_OZCWXO,"Grenada, he went on, is witnessing a multifaceted attack on both formal and informal institutions of democracy, and that it is right for all freedom-loving Grenadians",9.904,long
ID_JIGIQL,There has been media speculation that intelligence services have specific information about al-Qaeda plans to down planes.,6.484,medium_long
ID_FSVOEA,His charges that the opposition United Workers Party is behind the incidents cropping up have been rejected by opposition leader Edison James.,7.594,medium_long
ID_AADAVI,"Dominica's new coalition cabinet, led by Rosie Douglas, features some controversial names.",5.142,medium_short
ID_WCFTPU,Quick work by the fire brigade put out three fires which had been lit by the prisoners.,4.463,medium_short
ID_ZAHPVO,The Grenadian Voice report claims that the advisory committee on the prerogative of mercy did not want to commute any of the death sentences upheld two weeks ago by the Court of Appeal.,9.2,long
ID_XAZUYZ,"If the Caribbean is left out now, it will never have the chance to get in once this becomes reality.",4.323,medium_short
ID_NZIWQE,"As Karen Ware reports, it now appears as though the protesters got their way.",4.002,medium_short
ID_XDRJPS,"He flew in from Paris, where he'd been staying since he was freed from jail in French Guiana.",5.303,medium_long
ID_URPLEA,Caribbean rum producers are worried that their European access may be next.,4.223,medium_short
ID_BVYXNF,"In the slums of City Soleil, it's not hard to find the evidence.",3.2,short
ID_HPJGGP,"In many ways, that is its primary function.",2.361,short
ID_LLMYGX,Violent protests leave one man dead in a Guyanese town.,3.342,short
ID_EDYXNO,Mr. Carrington of Trinidad is a former ACPEC Secretary General.,4.243,medium_short
ID_NOHSVL,Jamaica passes United States drugs certification test.,3.942,medium_short
ID_YSAUGS,I believe that the leaders have clearly outlined their interests and their commitments.,7.125,medium_long
ID_VSHPCD,"As far as Guyana's foreign minister, Rashly Jackson, is concerned, the scheduled rebel cricket and rugby tours of South Africa can make or break the Commonwealth Games.",9.234,long
ID_XSEAFJ,"The WTO says the United States has the right to impose stringent tariffs on a range of European products, including Scottish cashmere.",6.843,medium_long
ID_JXJARS,"I'm Hugh Crosskill, and this is BBC Caribbean Report.",3.801,medium_short
ID_PVPAAV,Meteorologists say they have no idea where it will eventually hit land.,4.045,medium_short
ID_EMSIFV,"As Hugh Crosskill now reports, it appears the U.S.",2.862,short
ID_YUTXYM,"But again, the question posed is, why is the Cuban government not allowing the father to come to the United States?",6.623,medium_long
ID_SNAYRP,"I'm Hugh Crosskill, and this is BBC Caribbean Report.",3.602,medium_short
ID_HHSPCO,And what time could they expect a possible hit?,3.052,short
ID_NJOHMV,That will go to six a.m.,2.023,short
ID_FCXQET,"Thousands of demonstrators, many of them supporters of Jamaica's opposition Labour Party, staged a five-hour march through the streets of Kingston today.",8.03,long
ID_YAZSAZ,A lot of the countries are noticing some aspects of criminal activity that we have never seen before.,4.881,medium_short
ID_EJIEWP,I'm Ken Richards and this is BBC Caribbean Report.,3.001,short
ID_BMZCVY,A top Caribbean political scientist predicts a softening of the United States' attitude towards Cuba.,5.304,medium_long
ID_DTXLQE,Caribbean elders like these two men say the young generation have lost their way.,4.145,medium_short
ID_GMYQXH,The United States Embassy here today announced that Washington is contributing about one million U.S.,4.803,medium_short
ID_FGPJSM,And Wendy's batsman shivnering Tandepol involved in a shooting incident in Guyana.,4.462,medium_short
ID_AYWUXA,"This morning, an already beleaguered population is waking up to face the gripping struggle for survival.",6.367,medium_long
ID_DUQFBM,"From London, BBC Caribbean Report.",3.18,short
ID_NWQQIL,In a short while we'll hear from Prime Minister Keith Mitchell but first Lou Smith reports on the weekend announcements.,5.902,medium_long
ID_MYZACH,A community leader called Apolinato Ribio was shot and killed by police.,6.084,medium_long
ID_SYRWGM,Today's demonstrations were being held as a CARICOM team headed by Canadian Prime Minister Denzel Douglas tried to assess the situation.,6.985,medium_long
ID_VWASJL,is now starting to come into being at the beginning of February.,4.384,medium_short
ID_SUITVK,Mike Jarvis reporting on the extensive damage St.,2.441,short
ID_QEZMDQ,"Communications with Grenada... The BBC, breaking to the world the news of that fateful day in October, the Prime Minister, Maurice Bishop, had been killed.",9.725,long
ID_VLJMWV,Canto officials say they've not been happy with what they describe as unilaterally stipulated rates for settlements put forward by the U.S.,7.524,medium_long
ID_NBGEBS,It's now public knowledge that if we had had the information which was possessed by the United States authorities in Miami...,7.881,long
ID_MOWBLV,"Well, we have been made aware that there is a defense review that is ongoing.",4.163,medium_short
ID_FNNNPW,"Trinidad and Tobago's Prime Minister says while the economic horizons look bright, not enough gain has yet been made to satisfy the requirements of the population.",8.908,long
ID_AQKCZX,"Mr Mead and his National Progressive Party were elected to govern on October eighth, ousting the previous administration led by John Osborne.",7.829,long
ID_GRDICP,He is one of the overwhelming majority of Americans who are in no doubt as to what should happen to this six-year-old.,5.982,medium_long
ID_RNONZL,"As the Caribbean considers World AIDS Day today, Jamaica considers AIDS legislation.",4.883,medium_short
ID_RVKCNR,Guyana's President Desmond Hoyt today met with a six-member delegation from the opposition Working People's Alliance for what was described as exploratory talks.,9.583,long
ID_HXGIBE,"On the metal exchange, three months aluminum was at one thousand six hundred and four point five dollars, and three months nickel, nine thousand six hundred and twelve point five dollars a ton.",9.548,long
ID_ADHLUS,The vote counting is expected to peak up and first results should be coming in as early as eight o'clock local time.,5.943,medium_long
ID_MHSNDW,Reggae right now is a tiny fraction of the music market in the U.S.,4.163,medium_short
ID_XCQBGA,We are mature democracies and we can provide a bridge to connect,6.662,medium_long
ID_AQFHMX,"Mike, with about just twenty percent of the latest official results from the Elections Commission, with just about twenty percent of the votes of the approximately three hundred and eighty-five thousand eligible voters counted, the People's Progressive Party Civic of Dr. Teddy Chagun is clearly in the lead.",18.648,long
ID_DEDSLS,Then there's speculation that a general election could be held any time now.,3.843,medium_short
ID_VGCPCQ,"The decisions taken by the European officials are expected to have a significant impact on the EU's future relations with the countries of Africa, the Caribbean and the Pacific.",9.303,long
ID_NHGWAF,"We ask, what does this mean in the current climate of political and armed violence?",4.883,medium_short
ID_KNOUTY,"The bill, which has passed in the House two years in a row, would lower or eliminate tariffs and quotas on products from the region.",7.704,long
ID_UOHQBB,I'm a little bit disappointed with the fact that a stronger position was not taken in relation to Nigeria.,6.164,medium_long
ID_OMIRBC,I would derive some optimism also from the statements made by Commander Bautissier.,7.543,medium_long
ID_IKBKAZ,"There was another eruption of red hot ash, gases and rock known as paraclastic flows today.",5.862,medium_long
ID_MVZJFV,The wildlife trade in Guyana is not classified as one of its main industries.,4.323,medium_short
ID_QHDRAM,"Lucia Agreement, Mr. Hoyt told thousands of his supporters that he maintains that the elections were rigged",5.701,medium_long
ID_DOOJKM,The major shareholders or the major people involved in Eastern Caribbean Airlines have run a successful airline in Jamaica.,10.368,long
ID_WTDWUI,"So that's the next step, but where does the new arrangement go from there?",3.562,medium_short
ID_MPLPUO,Police and customs officials in Dominica on alert against assassination plots and why an Australian model appears on an Antiguan stamp.,7.644,long
ID_ZWYCQR,"And in the setting up of the CARICOM Commission itself, it is coming to the fore ten years after it was proposed by the West Indian Commission.",9.082,long
ID_PUACIH,"When Chris Honey, the leader of the Communist Party, was murdered, Mandela was invited to, and the country was on the brink of a disaster that day.",8.742,long
ID_ATCZOA,"Vincentian opposition presents its case for electoral fraud, but top elections officer dismisses it.",5.922,medium_long
ID_KMBRBO,"I do not think you want to assault me, do you?",2.343,short
ID_URPORN,We believe that we need an all-inclusive government.,2.141,short
ID_RARLHB,"Much as he did in the closing stages of the last election, the Prime Minister John Major has decided to hammer home the issue of the Constitution.",6.87,medium_long
ID_MMAQXF,"And that we are calling also on all countries, including Iraq, to similarly act with restraint, and that we are calling specifically on Iraq",8.727,long
ID_MSECRR,"A brief statement to that effect was made last night in the House of Lords by Baroness Chalker, the British overseas development minister.",8.082,long
ID_GIPTWK,But a devastating Valentine's Day shooting involving three police officers may have dealt a heavy blow to the force.,6.123,medium_long
ID_FYRJYQ,Journalist Herman Sargent told me their reward could be a boost for the economy.,4.283,medium_short
ID_BOTFAC,"And protesters face a painful dilemma, because even if this government in crisis was forced to step down, a political alternative is nowhere in sight.",10.365,long
ID_EQGKCJ,"The country we've been discussing with is Ecuador, really, and some of the trade people of Ecuador.",8.244,long
ID_LAHFRC,I'm Oren Gordon and this is BBC Caribbean Report.,2.622,short
ID_JHFKZT,But a constitutional source has told Caribbean Report that if the president is simply telling the prime minister that he has to resume his weekly meetings if government is to function.,9.782,long
ID_LRYJSG,"The WTO on the matter of the OECD was not explicit, though I must say there was a certain sympathy and support received from certain countries in the problems which these countries are facing from the OECD Harmful Tax Competition Initiative.",21.609,long
ID_HUINIA,"From London, BBC Caribbean Report.",3.241,short
ID_DNYLTF,"Jamaica's Foreign Minister, David Corr, gave Gary Allen in Kingston the details of their temporary sanctuary proposal.",7.183,medium_long
ID_FDGYPK,That date should be no later than the,4.983,medium_short
ID_KJBVMA,"As Guyana counts down to general elections, one analyst sees the prospect of violence.",4.924,medium_short
ID_FYISJB,He said the government is reviewing a range of potential domestic countermeasures in direct response to UK companies or individuals being affected by the law.,7.426,medium_long
ID_GFTSTD,The elections are scheduled for June twenty-fourth.,2.165,short
ID_QDWUNJ,"Or in Gordon, so is there really a need to reform the WTO dispute settlement arrangements?",4.724,medium_short
ID_VEKWOD,"In part of Spain, Basilio Pandey has won out in the contest for control of the United National Congress.",4.943,medium_short
ID_RSIYMK,I'm Oren Gordon and this is BBC Caribbean Report.,2.602,short
ID_PNRFDE,Britain's Caribbean Overseas Territories say they have more to fear from the restoration of the right of abode.,5.505,medium_long
ID_UXKBNT,That was a moment when lesser minds could have blinded South Africa into a terrible bloodshed from which we would not have recovered.,7.304,medium_long
ID_TBHJZR,"schools and community buildings, plus a lot of them took the opportunity to stay with relatives and friends in the area.",6.204,medium_long
ID_TFNOOC,"Fuel hikes of more than thirty percent are behind the demonstrations, which led to an overnight curfew.",5.403,medium_long
ID_KYRERS,"Islandwide, a group of people who they feel",4.185,medium_short
ID_PWVMWI,"Lucia Labour Party, and Dr. Gonzalez's Unity Labour Party are all members of the sub-regional political organization SCOPE, along with the opposition United Workers Party of Dominica.",10.949,long
ID_NPNFPK,"As a matter of fact, it goes even beyond that.",3.282,short
ID_LVGPST,"Returning students pay fifty thousand Jamaican dollars, an increase of more than one hundred percent.",4.948,medium_short
ID_BZUMSW,to persuade the complainants against the European banana marketing,3.607,medium_short
ID_SPGBUF,"The group has already taken a hard line against military governments, first in Nigeria, now in Pakistan.",5.222,medium_short
ID_EIZOTO,"From London, BBC Caribbean Report.",3.181,short
ID_QHGOPH,"As the exodus continues in the wake of the Haitian coup of September thirtieth, four hundred and eighty-three Haitians are now being held in Guantanamo Bay,",7.745,long
ID_HKXZBC,"What I'm saying is that in relation to the land, a step was taken by the governor to acquire eighty acres and then the price would be determined later.",8.164,long
ID_RCISOZ,So I think that immediately is a good opportunity for Caribbean leaders to get an opportunity to,5.604,medium_long
ID_DIIMTZ,Michael Manley to be the Caribbean's front man in establishing closer ties with Latin America.,4.723,medium_short
ID_XXEKVL,Haiti charged that the Dominican method of repatriation has been inhumane and indiscriminate.,5.301,medium_short
ID_FQCLXE,"Pakistan beat them by ten wickets in Karachi to complete not just a humiliating whitewash, but two defeats by an innings.",7.341,medium_long
ID_ZIZWOS,"We have, you know, pussyfooted in a way along with the notion of regional cooperation.",4.403,medium_short
ID_WAELXT,"If reports out of Washington are correct, the process of repatriation may have already begun, with the first boatload due back in Port-au-Prince sometime this afternoon.",9.419,long
ID_ZUCQQK,asked him about some form of possible alliance with another of the parties.,3.884,medium_short
ID_FOFUWL,I'm Ken Richards and this is BBC Caribbean Report.,3.844,medium_short
ID_NGUPTS,Barbados opposition leader Henry Ford steps down.,2.981,short
ID_ZFJHJO,"Because if you ask me, what can the world do to prevent the USA from sending weapons to other countries?",7.706,long
ID_MCKPQY,"what other options there are, and obviously for Grenada, in the wake of the difficulties of the banana industry, the number of options are not huge, but there are options out there, and it's useful not to get too tied into a single company without a way to ensure that there's also other options that exporters can pursue.",26.084,long
ID_JHGOXC,So has the announcement by the Prime Minister of an election before the end of the year put pressure on your office?,5.983,medium_long
ID_OTEEGB,"Well, in the end, the West Indies completed, as you said, Oren, an easy win over Bangladesh at the Clantaff in Dublin.",5.365,medium_long
ID_DALKON,What about the Commonwealth Observer team?,2.566,short
ID_IICJHM,Immigration Naturalization Service ruled that Elian should go home.,4.061,medium_short
ID_HLZDAT,"If one classified employee under a contractual agreement goes home, then it is time for all the unions to go to the streets.",10.247,long
ID_FEJJTO,"This one will push the margin, however, and looks like it'll be as many as a general election, possibly eighty-five percent, and possibly the highest voter turnout at any plebiscite in the island's history.",10.402,long
ID_NZSHHR,"From London, BBC Caribbean Report.",3.162,short
ID_VDKJYK,Reverend Jackson said the Caribbean would suffer as a result of the war,3.342,short
ID_TCGFMI,"Well, again, I can only speak for myself.",2.662,short
ID_NFQHJL,"Four candidates have been put forward for the post, and the World Trade Organization thought the new head would be announced at this week's General Council meeting.",7.622,medium_long
ID_PULBKZ,They are there to find the guns and those who carry the guns and those who control the guns.,11.244,long
ID_XBPFMW,Some people this morning had cold feet for a very good reason.,3.082,short
ID_QDXHGB,What we are hoping is that there will be a series of trade ministers and officials from different countries here present at UNCTAD.,7.142,medium_long
ID_GUMNYP,Journalist Gary Allen says the police felt the camera crew was contributing to the prolonging of the demonstration.,5.638,medium_long
ID_LDLBOD,So it came down purely and simply to a battle of wills at which you were determined to prevail?,4.284,medium_short
ID_GBEQJS,And St Lucia's former ambassador to the UN says the government is trying to make him the scapegoat in the case of the missing funds.,6.744,medium_long
ID_LTOBOT,"Mr Préval has a vested interest in the issue, with Haiti being the poorest country in the Americas.",4.923,medium_short
ID_ASNVCV,Guyana government condemns opposition threat to step-up demonstrations as repugnant and reggae boys salvage points and pride in their French farewell.,8.728,long
ID_MISZOV,The talk was all about the general approach for future trade relations.,3.482,medium_short
ID_COPFDH,The arrangement the US charges unfairly discriminates against Latin American bananas.,4.941,medium_short
ID_FCTVAB,"When there's no knowledge of good epidemiology, people get scared.",3.623,medium_short
ID_QFQYYB,And I think they have a few words exchanged.,3.281,short
ID_WCDHWU,"From London, BBC Caribbean Report.",3.143,short
ID_CYAPVB,Bohemians reject proposals for constitutional change.,2.682,short
ID_YYAVTG,British development plan could reduce the rate of unemployment in Montserrat.,3.963,medium_short
ID_ZZPRBV,Convicted killer in Trinidad escapes the gallows.,2.462,short
ID_ZYNSLI,There are going to be other problems that would have to be dealt with further down the road.,3.463,medium_short
ID_MABNBY,We have absolutely no disagreement or argument with that.,2.641,short
ID_RSAIKW,Antigua has had to delay its glitzy launch of the tourism season because of Jose.,4.041,medium_short
ID_YJDFSN,"A report calling for streamlining the Jamaica government structure and economy gets a favorable response, and as Grenada moves closer to industrial unrest, government and opposition clash over the IMF.",11.687,long
ID_RPDIYS,"I'm Emma Joseph, and this is BBC Caribbean Report.",2.781,short
ID_IXZWSC,"From London, BBC Caribbean Report.",3.122,short
ID_WFUNKH,Trinidad and Tobago not faced by the prospect of retaliatory action against improved trade links with Cuba.,6.445,medium_long
ID_JPURHX,I'm Debbie Ransom and this is BBC Caribbean Report.,2.982,short
ID_DQEKAV,Congressman Ryan went to Jonestown to investigate reports that all was not well and that some members were being held in the commune against their will.,7.513,medium_long
ID_GTJRVN,"I believe the people in England are going to be extremely disappointed, and also in Antigua.",5.641,medium_long
ID_TTIEKH,"tries to mend fences with trade allies over Helmsburton, and Beauty and the Feast, a former Miss Universe, tackles a weighty issue.",8.504,long
ID_HKLKLU,He told me that Disney's Chief Executive Officer Michael Eisner had to date ignored his union's requests for explanations.,6.181,medium_long
ID_SHGXGK,The bruises and scratches on her neck were typical of those used for manual strangulation.,5.181,medium_short
ID_QEJIVX,We believe that people do want to hear the Scriptures in Creole and that they understand them better.,5.584,medium_long
ID_MNHECU,"The United Workers' Party failed to retain power there, winning only nine of the twenty-one seats, with twelve seats between them, Labour Ten and the Freedom Party Two.",8.325,long
ID_JPASQW,"From London, BBC Caribbean Report.",3.243,short
ID_VGNWII,The Privy Council today quashed the conviction of two of Jamaica's death row inmates.,4.343,medium_short
ID_CPLRGH,"The Bureau CARICOM Chairman PJ Paterson of Jamaica, past Chairman Lester Byrd of Antigua-Barbuta and Secretary General Edwin Carrington say they'll be giving their full support to the development of the north of Montserrat.",12.647,long
ID_HUKVAG,"In a communiqué published yesterday, the American Embassy said that this package is linked to the organization of free and credible elections.",9.105,long
ID_FRJFSY,Wars despising,3.701,medium_short
ID_LJCWCQ,Most residents south of the Bellum River were evacuated last night.,3.402,short
ID_XZIXJE,Our position at the moment in our analysis of the nature and culture of the PNC essentially has not changed.,9.587,long
ID_HXQPJV,"To date, police have not yet come up with any conclusive evidence to lay a charge or charges.",5.031,medium_short
ID_MPZYSJ,"Mr. Manley's mission will be to look at the possibilities of creating an association of Caribbean states, extending CARICOM's links with its neighbors in the rest of the Caribbean and Latin America.",9.798,long
ID_EWTREA,"From London, BBC Caribbean Report.",3.182,short
ID_VGHZFH,in saint lucia high court judge susie devine this afternoon commuted the death sentence of a condemned murderer moral cox cox who was scheduled to be hanged tomorrow was convicted of the rape and murder of a young woman in in her lengthy judgment the judge quoted legal authorities to indicate that execution must follow as swiftly as possible after sentencing allowing a reasonable time for appeal but her decision was met with anger by residents who support hanging,28.578,long
ID_FIRBEX,"I'm Oren Gordon, and this is BBC Caribbean Report.",2.662,short
ID_KBTZAM,"One small incident, one minor incident just before the funeral service",4.021,medium_short
ID_QNZAUP,I'm Ken Richards and this is BBC Caribbean Report.,3.041,short
ID_XGIWFI,"In Grenada, there have been calls for the police to be armed after several attacks on members of the force that left one policeman dead.",5.824,medium_long
ID_NBTOHK,for the betterment of the relationship of the Dominican Republic with its neighbors.,6.447,medium_long
ID_FPIIGD,"as said over the radio this morning, that is coming back in Haiti the thirty-first of July.",5.865,medium_long
ID_DXTHVG,"This was always going to be on the cards, provided that they stayed focused and kept up the pressure on the opponents.",6.77,medium_long
ID_GEOBVN,And a book on the Muslimin coup attempt in Trinidad is officially launched.,4.003,medium_short
ID_YQBALD,Barbados Prime Minister Owen Arthur has denied that his government went behind the backs of his Caribbean neighbours in cutting a deal to get off the OECD blacklist of tax havens.,7.852,long
ID_HIISNN,I'm Debbie Ransom and this is BBC Caribbean Report.,2.982,short
ID_VKPKPS,A peaceful demonstration today by thousands of Haitians fed up with the military rule of President Prosper Avril was violently broken up outside the presidential palace by soldiers with automatic gunfire.,12.968,long
ID_GVEING,"The Cuba issue is a difficult issue, but Canada has had a very solid position on human rights generally.",6.403,medium_long
ID_WTXGEG,"From London, BBC Caribbean Report.",3.122,short
ID_HHFORW,"From London, BBC Caribbean Report.",3.161,short
ID_GTSCHU,So has opposition leader Rosie Douglas been courting the Moonies as suggested by the Prime Minister?,4.744,medium_short
ID_HTLJOH,"They are, in our opinion, a cooperative and friendly people, and we do not anticipate any problems with the boat people at sea.",8.146,long
ID_YLLVCC,"So sometimes you grow acres of potatoes, sweet potatoes, and they rot because we cannot consume all.",5.79,medium_long
ID_NSORXN,"The JLP is annoyed also because it says it had no say in the choices, as I heard from Mr Daboob.",6.765,medium_long
ID_HMJMLE,Wynwood Island's concerns about reduced banana prices in the UK being brought to the attention of officials in London.,6.565,medium_long
ID_SOBIDH,"Fabio Herrera Cabral, the deputy foreign minister, said yesterday that the uproar came from a misunderstanding.",7.406,medium_long
ID_VAAXFP,Residents in the northeastern Caribbean were cleaning up after being spared the full blast of Hurricane Jose late Wednesday and early this morning.,8.004,long
ID_ETLYAF,Many of our young people are homeless on the streets.,3.802,medium_short
ID_IWWJDH,"Gary Voss, the president of the Caribbean Association of Industry and Commerce, said the region had been drifting aimlessly.",5.765,medium_long
ID_QFMLGM,Bertram Niles has been sampling reaction in the British and in the Caribbean press.,4.002,medium_short
ID_LUGEXE,And the rulings of a Grenada judge are under scrutiny.,3.381,short
ID_OSRVXP,The United States Trade Representative Carla Hill and CARICOM Secretary General Roderick Rainford today signed the Framework Agreement establishing a U.S.-Caribbean Trade and Investment Council.,10.509,long
ID_AVQFRA,"The queues in some constituencies petered out during the morning, mid-morning, and picked up again at around midday.",8.625,long
ID_IMCYGO,Kitts and Nevis Tourism Minister Dwyer Astafan told Oren Gordon that smaller countries like his are getting squeezed.,6.202,medium_long
ID_ZXDQYU,"He'd come out first, gun held high above his head.",2.562,short
ID_AHEFAK,The meeting was organized by the National Workers Union of St.,2.741,short
ID_PPGHZN,A spokesperson at the office of Trade Representative Mickey Cantor today told Caribbean Report that an application is to be filed with the WTO in Geneva within the next few days.,9.946,long
ID_TILLZB,"Jamaica's National Security Minister, Katie Knight, expressing fears that drug barons may end up being members of Parliament.",7.024,medium_long
ID_RPYNRA,summed up the recovery plan for BBC Caribbean report.,2.781,short
ID_TLQXZK,If ever again the police attempt to enter our premises without legitimate...,6.023,medium_long
ID_HDWBGQ,"For most observers, the support of the American ambassador, Mr. Alvin Adams,",5.382,medium_long
ID_TGURVU,Talks of substantial investment in Biwi and Carb Express are held with British airline entrepreneur Richard Branson.,6.742,medium_long
ID_DMRPGT,It's unlikely that General Musharraf will be afforded the same luxury by the Commonwealth.,4.884,medium_short
ID_WRABQV,"In Guyana, High Court Judge Winston Moore has refused to grant an application for the continuation of the staff execution for two condemned murderers, Abdul Yassin and Noel Thomas.",10.031,long
ID_SMCMNW,Mike Bruni from Roseau for BBC Caribbean Report.,3.047,short
ID_DUIAKX,He was granted a conservatory order by High Court Judge Margo Warner on Monday...,3.844,medium_short
ID_RWNNOE,Britain's Home Office confirms it would like to repatriate Jamaican drug couriers and FIFA to impose a code of conduct following an investigation into possible conflicts of interest of two hemispheric officials.,10.502,long
ID_AMMNPN,I'm Oren Gordon and this is BBC Caribbean Report.,2.961,short
ID_WIICUL,"From London, BBC Caribbean Report.",3.201,short
ID_EFORYJ,Bernard Palmatto speaking to Malcolm Brabant.,2.361,short
ID_JLYWCR,"The major importers of Caribbean bananas, geese, denounce profits are up by almost one third.",5.624,medium_long
ID_IDLUCH,"The debate surrounding organically grown food, that is food grown naturally with as little scientific interference as possible, exploded into life in the UK last year with fears about the harmful effects of genetically modified foods.",13.886,long
ID_FZXRZL,"He made it plain that under the OAS deal, he was prepared to grant a general amnesty, except for what he called common criminals.",7.302,medium_long
ID_WUJLNA,The church in the Caribbean has been through a process.,2.38,short
ID_EYSEWY,The UN fund scandal inquiry wraps up a fourth day in St Lucia.,3.582,medium_short
ID_SUIHWH,I'm Mike Jarvis and this is BBC Caribbean Report.,3.002,short
ID_CBNDPR,"On Wednesday, the Privy Council threw out the constitutional motion of Chidi and Company.",4.043,medium_short
ID_RRBFNJ,"Ruben Mead, a former chief minister, is MP for the area.",2.883,short
ID_TMQDBY,I asked PSA Secretary General Clive Weatherhead just how aggressively the union has been pursuing the claim.,5.842,medium_long
ID_WYXVUL,"argue over the implications of Monday's ruling, the actions of the exiles in Miami trying to keep him from returning to Cuba have been denounced in Havana.",8.447,long
ID_QTPFMQ,The audit is completed and the results are now known.,4.281,medium_short
ID_PLJRWI,How does one determine success or failure in terms of the upcoming elections in Cuba?,3.964,medium_short
ID_REWPCF,It looks as though the issue of trading blocs is one of the thornier ones.,3.321,short
ID_XCCDEN,"I'm Hugh Crosskill, and this is BBC Caribbean Report.",3.764,medium_short
ID_HWHXPP,So is Attorney General Janet Reno-Wright when she says the Florida court had no right to intervene in the Elian Gonzalez case because applying for asylum is a matter of federal immigration law.,10.202,long
ID_BBIVOU,"And for the most part, it was so calm out there, one would think that there wasn't going to be a storm.",8.865,long
ID_AHZRDX,"Well, I believe you must understand he's not a conformist.",4.604,medium_short
ID_NFYZLE,But why did it take your intervention for the parties to agree not to say or do anything to derail the process?,5.741,medium_long
ID_ZUNODE,"If thrown out, nothing stands between these men and the hangman's noose.",3.682,medium_short
ID_WCQVDY,"Won't this measure, if it does happen, whittle down to some extent the ACP's access to the European market?",6.045,medium_long
ID_IEIKFW,brought to an end a career of achievement that it would be difficult for any Barbadian to match.,4.161,medium_short
ID_PPXMIK,The point being that surely new ships will mean either an increase in the cost of bananas or a reduction in the profits to the banana farmers.,9.782,long
ID_ZNBWJB,"As Sharif Khan reports from Georgetown, the charge surfaced as President Hoyt today addressed a session of his ruling PNC's ninth biennial congress.",9.085,long
ID_BKBEXZ,Lucia for BBC Caribbean Report.,2.122,short
ID_AGQUUA,"From London, BBC Caribbean Report.",3.161,short
ID_UGGNAW,"As expected, outgoing Prime Minister Miguel Poirier's restructuring Tillen party, the PAR, will end up in the opposition benches.",6.946,medium_long
ID_QGNPTS,"That is a sense of isolation on the part of people in the party, on the people in the military, that more and more Cuba... I'm Pat Whitehorn and this is BBC Caribbean Report.",14.135,long
ID_GSFRCD,This is already practically in place in some areas.,4.183,medium_short
ID_WVLXPB,Is this putting pressure on the Montserrat authorities to issue an evacuation order to get official help for those fleeing?,5.585,medium_long
ID_THJZBW,Cuba's attempts to establish new trade links are blocked by a fresh U.S.,4.143,medium_short
ID_HJPXJS,That has been one of the difficulties as to who is responsible for what.,3.961,medium_short
ID_KVFCLC,Dominica's Prime Minister Peer Charles says he's taking seriously death threats made against him and members of his government.,6.402,medium_long
ID_VYGLLE,"Well, there is some extent to this storm, so there may be several islands affected.",6.046,medium_long
ID_USTHVB,"I mean, it would really mean that the president would be on the phone talking with people, trying to make certain that this military government and people",10.465,long
ID_TRYIAC,well known to Bahamian police and to their counterparts in the U.S.,4.708,medium_short
ID_BHTFXO,That's the general opinion at the present time.,2.061,short
ID_IAVLMR,"Suriname will then take part in next week's CARICOM Heads of Government Summit in Georgetown, Guyana.",5.109,medium_short
ID_MRRXPS,They're not aeroplanes.,2.281,short
ID_LXHPKD,Really an outstanding sense of utter outrage that the team would capitulate in such a gutless and cowardly manner.,6.321,medium_long
ID_KLCVMH,"A lot more needs to be done, like rebuilding major bridges that were swept away by the storm and which still haven't been replaced.",6.007,medium_long
